Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time,Total Nights,Checkin_Month,Checkin_Day_of_Week,Is_Weekend,Total_Guests
F,58,Asian American,Grad,25K --50K,South,City Hotel,1,3,0,FB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,207,97,1,9,2,0,4
F,44,Asian American,Mid-School,>100K,South,City Hotel,1,1,0,FB,No,No,Refundable,Online,Yes,Check-Out,No,0,131,30,1,9,2,0,2
M,21,caucasian,College,>100K,North,City Hotel,2,3,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,135,155,3,9,2,0,5
F,53,caucasian,College,50K -- 100K,West,City Hotel,4,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,180,100,2,9,2,0,6
F,64,African American,High-School,<25K,West,City Hotel,2,2,0,FB,No,No,Non-Refundable,Direct,Yes,No-Show,Yes,20,124,61,1,9,2,0,4
F,24,Latino,Grad,<25K,South,Airport Hotels,1,2,0,FB,No,No,Refundable,Direct,No,Canceled,Yes,10,127,175,2,9,2,0,3
F,31,caucasian,College,<25K,East,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,165,206,4,9,2,0,2
F,49,Asian American,Mid-School,25K --50K,North,Airport Hotels,3,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,10,110,168,1,9,2,0,5
F,69,Asian American,College,<25K,West,City Hotel,2,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,199,159,1,9,2,0,4
M,48,African American,College,50K -- 100K,South,Resort,1,1,0,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,40,130,81,1,9,5,1,2
F,51,Latino,Grad,<25K,South,Airport Hotels,1,1,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,25,230,195,1,6,6,1,2
F,51,African American,College,50K -- 100K,South,Airport Hotels,3,1,0,FB,No,No,Non-Refundable,Online,No,Check-Out,No,0,211,165,3,9,2,0,4
M,28,caucasian,High-School,>100K,South,City Hotel,2,1,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,192,134,3,9,2,0,3
F,19,Asian American,High-School,<25K,North,Airport Hotels,2,3,0,HB,No,No,No Deposit,Online,No,Canceled,No,0,146,182,1,9,2,0,5
F,35,Asian American,Grad,50K -- 100K,South,Resort,1,2,2,FB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,25,186,117,1,9,2,0,5
M,62,Asian American,Mid-School,<25K,South,City Hotel,2,1,1,FB,No,No,No Deposit,Direct,No,Canceled,Yes,10,209,26,4,4,1,0,4
M,23,Latino,College,<25K,West,Resort,4,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,30,209,13,1,9,3,0,5
F,35,African American,High-School,<25K,South,Airport Hotels,3,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,218,156,2,9,3,0,5
M,43,African American,Mid-School,<25K,South,Airport Hotels,4,2,0,HB,Yes,Yes,Non-Refundable,Online,No,Check-Out,Yes,5,144,134,1,9,3,0,6
M,56,African American,College,50K -- 100K,West,City Hotel,2,1,0,FB,No,No,No Deposit,Direct,No,Canceled,No,0,109,89,1,6,3,0,3
F,58,caucasian,Mid-School,50K -- 100K,South,City Hotel,2,1,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,10,106,122,1,9,3,0,3
F,64,African American,College,<25K,West,Airport Hotels,1,3,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,20,243,93,3,9,3,0,4
F,68,Latino,College,<25K,West,City Hotel,1,2,0,HB,Yes,No,No Deposit,Agent,Yes,No-Show,No,0,247,86,1,9,3,0,3
M,34,Asian American,High-School,>100K,South,Airport Hotels,3,3,1,BB,Yes,Yes,No Deposit,Direct,Yes,No-Show,Yes,40,107,184,1,9,3,0,7
F,67,caucasian,High-School,50K -- 100K,West,City Hotel,4,2,0,FB,No,No,No Deposit,Agent,No,Canceled,Yes,25,141,201,1,9,3,0,6
F,19,Asian American,College,>100K,North,City Hotel,2,2,1,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,143,192,1,3,1,0,5
F,43,caucasian,High-School,25K --50K,South,Resort,5,1,0,BB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,220,22,1,4,1,0,6
M,22,Asian American,High-School,>100K,North,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,216,152,1,11,3,0,4
M,48,Latino,College,>100K,South,Resort,5,3,0,BB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,25,127,31,2,9,3,0,8
F,33,Latino,Mid-School,25K --50K,West,Airport Hotels,1,2,0,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,20,124,17,3,9,3,0,3
F,30,caucasian,High-School,>100K,North,Resort,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,176,203,1,9,3,0,4
M,22,Asian American,College,<25K,South,Airport Hotels,3,3,0,FB,No,No,Refundable,Online,Yes,Check-Out,No,0,200,211,2,9,3,0,6
M,42,Latino,College,25K --50K,South,Airport Hotels,2,1,0,BB,No,No,Refundable,Online,No,No-Show,Yes,10,244,196,3,9,3,0,3
F,49,African American,Mid-School,25K --50K,South,City Hotel,2,1,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,15,154,87,2,9,3,0,3
F,45,Asian American,High-School,25K --50K,West,Airport Hotels,2,2,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,40,243,213,1,9,3,0,4
M,47,African American,Mid-School,>100K,West,Resort,5,2,1,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,25,146,180,1,9,4,0,8
F,47,Latino,Mid-School,25K --50K,North,Airport Hotels,3,1,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,200,46,1,9,4,0,5
F,52,Latino,Mid-School,>100K,South,Airport Hotels,2,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,25,189,11,3,9,4,0,3
F,37,caucasian,College,25K --50K,North,City Hotel,2,1,1,FB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,No,0,160,11,3,9,4,0,4
F,46,Asian American,Mid-School,50K -- 100K,South,Resort,2,1,1,FB,No,No,Refundable,Online,Yes,Canceled,Yes,10,194,103,1,9,4,0,4
F,61,African American,Mid-School,>100K,South,Airport Hotels,4,1,0,HB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,185,202,1,9,4,0,5
M,35,caucasian,College,25K --50K,East,Resort,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,10,110,23,1,9,4,0,4
F,58,Asian American,Mid-School,<25K,South,City Hotel,1,2,0,BB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,10,205,49,4,9,4,0,3
M,26,African American,Grad,25K --50K,South,Resort,2,2,0,FB,No,No,No Deposit,Direct,No,No-Show,Yes,20,111,206,2,9,4,0,4
F,49,Latino,College,50K -- 100K,West,Resort,3,1,1,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,223,75,2,9,4,0,5
F,30,Latino,Grad,<25K,East,Airport Hotels,1,1,1,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,5,239,124,1,9,4,0,3
F,68,Asian American,College,25K --50K,South,Resort,4,3,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,40,241,62,1,9,4,0,8
F,53,African American,Mid-School,50K -- 100K,South,Resort,2,1,0,HB,No,No,No Deposit,Online,No,No-Show,Yes,30,177,74,1,9,4,0,3
M,44,Latino,Mid-School,<25K,South,City Hotel,2,3,0,BB,No,No,Refundable,Agent,Yes,Canceled,Yes,10,140,27,2,1,0,0,5
M,59,Latino,College,50K -- 100K,South,Resort,1,2,0,BB,No,No,Refundable,Online,No,Check-Out,No,0,223,11,1,9,4,0,3
F,56,Asian American,Grad,50K -- 100K,South,City Hotel,2,3,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,15,216,124,1,9,4,0,5
F,43,African American,College,<25K,West,Airport Hotels,1,2,0,FB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,193,181,2,9,4,0,3
M,30,African American,Mid-School,25K --50K,West,City Hotel,3,1,0,HB,Yes,Yes,No Deposit,Online,No,Canceled,Yes,25,156,90,1,9,4,0,4
F,21,Latino,College,50K -- 100K,East,Airport Hotels,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,119,108,1,9,4,0,4
F,59,Latino,College,25K --50K,South,Airport Hotels,1,1,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,40,104,177,1,9,4,0,2
M,50,Latino,Grad,50K -- 100K,South,Airport Hotels,3,1,0,HB,Yes,No,Refundable,Online,No,No-Show,Yes,5,115,14,1,9,4,0,4
F,50,African American,College,50K -- 100K,South,Resort,3,3,0,HB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,20,238,78,1,9,4,0,6
F,66,African American,Mid-School,50K -- 100K,West,Resort,2,1,2,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,174,99,2,9,4,0,5
F,33,African American,High-School,25K --50K,North,City Hotel,2,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,15,103,20,1,9,4,0,3
M,35,Asian American,Mid-School,25K --50K,South,City Hotel,3,2,1,FB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,103,86,1,9,4,0,6
F,64,African American,College,<25K,South,Resort,1,2,0,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,20,111,187,2,9,5,1,3
F,22,caucasian,Mid-School,50K -- 100K,East,Airport Hotels,3,3,0,HB,Yes,No,Refundable,Online,No,Check-Out,Yes,10,118,173,1,9,5,1,6
F,60,African American,Grad,<25K,West,Airport Hotels,2,1,0,FB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,175,76,4,9,5,1,3
M,44,Latino,Mid-School,<25K,South,Airport Hotels,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,192,178,1,9,5,1,3
F,20,Latino,Mid-School,<25K,South,Resort,2,1,0,BB,No,No,Non-Refundable,Online,No,Check-Out,No,0,202,91,1,9,5,1,3
M,37,Latino,College,50K -- 100K,East,City Hotel,2,2,0,FB,No,No,No Deposit,Online,No,Check-Out,No,0,176,111,3,9,5,1,4
F,68,Latino,Grad,<25K,North,Airport Hotels,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,216,117,3,9,5,1,2
F,29,caucasian,Grad,<25K,South,Airport Hotels,4,1,0,FB,No,No,Refundable,Online,Yes,Canceled,Yes,10,143,135,1,8,5,1,5
M,31,African American,College,<25K,East,City Hotel,2,2,0,HB,Yes,No,No Deposit,Direct,No,Canceled,Yes,5,185,93,1,9,5,1,4
M,39,African American,Mid-School,50K -- 100K,North,Resort,3,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,249,52,3,9,5,1,5
M,65,African American,High-School,50K -- 100K,South,Resort,3,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,119,8,4,9,5,1,5
M,31,Latino,High-School,25K --50K,South,City Hotel,2,3,0,FB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,5,143,53,3,9,5,1,5
M,33,Latino,College,<25K,East,City Hotel,2,1,1,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,20,198,76,1,9,5,1,4
M,63,Asian American,Grad,50K -- 100K,South,City Hotel,2,3,0,FB,No,No,Refundable,Direct,No,Check-Out,No,0,177,132,1,9,5,1,5
F,38,African American,High-School,25K --50K,West,Airport Hotels,1,2,0,BB,No,No,Non-Refundable,Online,No,Check-Out,Yes,40,166,194,1,9,5,1,3
F,63,caucasian,Mid-School,<25K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,5,122,158,2,9,5,1,3
F,68,African American,College,50K -- 100K,East,City Hotel,1,1,0,HB,No,No,Non-Refundable,Direct,No,Check-Out,Yes,10,129,12,1,9,5,1,2
F,65,caucasian,High-School,<25K,South,City Hotel,1,3,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,5,221,214,1,9,5,1,4
M,66,caucasian,College,>100K,North,Airport Hotels,5,3,1,FB,Yes,No,Non-Refundable,Online,Yes,Canceled,Yes,5,144,146,1,9,6,1,9
M,62,Asian American,College,<25K,North,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,227,209,2,9,6,1,2
F,34,Latino,Mid-School,<25K,East,City Hotel,5,2,0,FB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,10,177,142,1,9,6,1,7
F,42,Asian American,Mid-School,50K -- 100K,South,City Hotel,1,3,0,HB,Yes,No,Non-Refundable,Online,Yes,No-Show,Yes,30,130,7,1,9,6,1,4
F,44,Asian American,College,>100K,South,Resort,2,1,0,FB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,20,126,36,1,9,6,1,3
F,44,Latino,College,>100K,North,City Hotel,2,1,1,BB,Yes,No,Non-Refundable,Agent,Yes,Check-Out,Yes,20,197,179,1,9,6,1,4
M,41,African American,Grad,<25K,North,City Hotel,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,131,188,1,9,6,1,4
M,65,caucasian,High-School,25K --50K,West,Airport Hotels,5,1,0,FB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,5,198,111,2,9,6,1,6
M,64,Latino,High-School,50K -- 100K,East,Airport Hotels,1,2,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,5,162,75,3,9,6,1,3
F,38,Latino,College,>100K,East,Airport Hotels,5,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,5,216,192,2,9,6,1,6
M,65,Latino,Grad,25K --50K,East,Resort,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,25,230,86,1,9,6,1,3
M,39,Asian American,Mid-School,<25K,South,Airport Hotels,1,2,1,HB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,25,100,40,3,9,6,1,4
M,57,Asian American,Grad,25K --50K,East,Resort,2,3,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,171,111,1,9,6,1,5
M,25,Latino,College,<25K,East,Resort,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,15,142,58,4,9,6,1,3
F,27,Asian American,College,<25K,South,Resort,1,3,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,241,165,1,9,6,1,5
F,64,African American,College,25K --50K,North,City Hotel,2,1,1,FB,Yes,Yes,Refundable,Online,No,Check-Out,No,0,212,162,1,9,6,1,4
M,34,African American,College,<25K,South,City Hotel,5,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,132,148,3,9,0,0,7
F,44,African American,Grad,50K -- 100K,East,City Hotel,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,160,24,1,9,0,0,5
F,29,African American,High-School,50K -- 100K,East,Resort,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,190,209,3,9,0,0,4
F,33,African American,Mid-School,>100K,North,City Hotel,2,2,1,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,216,124,1,9,0,0,5
M,37,African American,Grad,25K --50K,West,Airport Hotels,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,234,24,2,9,0,0,3
M,41,caucasian,Mid-School,50K -- 100K,West,Airport Hotels,2,1,1,HB,No,No,No Deposit,Online,No,Check-Out,No,0,173,35,1,9,0,0,4
M,22,Latino,High-School,50K -- 100K,West,Airport Hotels,3,2,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,233,10,1,9,0,0,5
M,64,Asian American,College,<25K,South,City Hotel,2,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,228,82,1,9,0,0,3
F,25,African American,College,>100K,South,Airport Hotels,4,2,2,HB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,154,136,2,9,0,0,8
F,57,Asian American,Grad,<25K,West,Resort,2,2,0,FB,No,No,Refundable,Online,Yes,No-Show,Yes,10,236,118,3,9,0,0,4
M,26,African American,College,<25K,South,Airport Hotels,2,2,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,20,204,48,1,1,1,0,4
M,54,Asian American,High-School,<25K,South,City Hotel,2,2,1,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,197,150,1,9,0,0,5
F,43,caucasian,Grad,50K -- 100K,North,Resort,4,1,0,FB,Yes,No,No Deposit,Direct,Yes,Canceled,No,0,217,103,1,9,0,0,5
F,48,African American,Grad,50K -- 100K,East,Airport Hotels,2,1,0,HB,Yes,No,Refundable,Online,Yes,No-Show,Yes,20,230,206,2,9,0,0,3
M,31,African American,Mid-School,50K -- 100K,East,City Hotel,2,1,0,FB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,10,189,6,2,9,0,0,3
M,59,Latino,Grad,<25K,South,Resort,5,2,1,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,5,183,134,3,9,0,0,8
M,28,African American,High-School,25K --50K,West,City Hotel,2,2,0,FB,No,No,No Deposit,Agent,No,Check-Out,No,0,245,72,1,9,0,0,4
F,27,African American,Grad,25K --50K,East,City Hotel,4,2,1,HB,No,No,Refundable,Online,No,Canceled,Yes,5,174,6,1,9,0,0,7
F,31,caucasian,High-School,<25K,South,Airport Hotels,2,3,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,243,162,3,9,0,0,5
F,64,caucasian,Grad,50K -- 100K,South,Resort,5,1,1,FB,No,No,Refundable,Online,No,Check-Out,Yes,15,130,126,1,9,0,0,7
M,42,Asian American,Grad,>100K,West,City Hotel,1,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,151,208,1,9,0,0,2
F,48,African American,College,25K --50K,South,Airport Hotels,4,2,1,FB,No,No,No Deposit,Agent,No,No-Show,Yes,20,151,181,3,9,0,0,7
M,59,caucasian,High-School,50K -- 100K,South,Airport Hotels,2,1,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,40,125,220,1,9,0,0,3
M,58,African American,High-School,50K -- 100K,East,City Hotel,2,2,1,BB,Yes,Yes,No Deposit,Online,Yes,No-Show,Yes,5,224,112,1,9,1,0,5
M,61,African American,High-School,25K --50K,West,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,182,212,1,9,1,0,4
M,61,African American,High-School,<25K,East,Resort,2,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,104,140,2,9,1,0,4
M,50,African American,College,50K -- 100K,West,City Hotel,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,173,129,2,9,1,0,3
M,41,African American,College,50K -- 100K,East,Airport Hotels,1,2,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,15,121,185,1,9,1,0,3
F,22,African American,Mid-School,<25K,North,Resort,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,124,134,2,9,1,0,3
M,55,caucasian,High-School,<25K,West,Resort,3,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,222,91,2,9,1,0,5
M,57,Latino,Mid-School,25K --50K,West,Airport Hotels,3,1,0,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,20,168,217,1,9,1,0,4
F,28,African American,Grad,25K --50K,South,City Hotel,1,2,0,FB,Yes,No,No Deposit,Online,No,Check-Out,Yes,20,206,94,3,9,2,0,3
F,23,African American,Grad,<25K,South,Resort,2,3,0,FB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,5,160,10,1,9,2,0,5
M,56,African American,High-School,<25K,West,Resort,2,2,0,FB,Yes,No,Refundable,Online,Yes,Check-Out,No,0,203,216,2,9,2,0,4
F,64,Asian American,College,25K --50K,South,Resort,2,1,0,FB,Yes,No,No Deposit,Online,No,Check-Out,Yes,40,153,198,1,9,2,0,3
F,64,caucasian,High-School,25K --50K,South,City Hotel,4,2,0,FB,No,No,Refundable,Online,Yes,Canceled,Yes,15,241,93,3,9,2,0,6
F,20,caucasian,College,>100K,South,Airport Hotels,1,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,175,136,1,9,2,0,3
M,20,African American,College,<25K,East,City Hotel,3,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,15,116,35,3,9,2,0,4
F,23,Latino,High-School,25K --50K,South,City Hotel,2,2,1,FB,No,No,No Deposit,Agent,Yes,Canceled,No,0,105,180,2,9,2,0,5
M,30,Latino,Grad,>100K,North,Resort,1,2,0,FB,No,No,Non-Refundable,Agent,Yes,Canceled,Yes,10,119,55,2,9,2,0,3
F,68,Asian American,High-School,>100K,South,Resort,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,120,88,3,9,2,0,3
M,25,caucasian,High-School,>100K,East,Resort,2,1,0,HB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,20,127,121,2,9,2,0,3
M,32,Latino,College,50K -- 100K,South,Airport Hotels,3,1,0,HB,No,No,Refundable,Online,No,No-Show,No,0,240,114,2,9,2,0,4
M,28,Latino,College,<25K,East,Airport Hotels,1,1,1,BB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,20,231,165,1,9,2,0,3
M,49,Latino,Mid-School,50K -- 100K,East,Resort,2,1,0,FB,No,No,Refundable,Online,No,No-Show,Yes,10,126,124,1,9,2,0,3
M,26,African American,High-School,>100K,West,City Hotel,1,3,0,HB,Yes,No,No Deposit,Online,No,Canceled,Yes,5,192,198,1,9,2,0,4
M,27,Latino,College,50K -- 100K,West,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,161,168,4,9,2,0,4
F,36,caucasian,High-School,50K -- 100K,West,City Hotel,1,2,0,FB,No,No,No Deposit,Online,No,Check-Out,No,0,191,219,1,9,2,0,3
M,56,caucasian,College,25K --50K,South,City Hotel,4,3,1,HB,Yes,Yes,Refundable,Direct,Yes,Check-Out,Yes,10,163,195,3,9,2,0,8
F,40,Asian American,Mid-School,50K -- 100K,East,Resort,2,2,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,20,225,27,1,9,2,0,4
F,50,Latino,High-School,>100K,South,City Hotel,1,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,5,213,84,2,9,2,0,4
M,30,Asian American,Grad,25K --50K,East,City Hotel,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,40,222,152,1,9,2,0,3
F,62,Latino,College,25K --50K,West,Airport Hotels,2,1,1,FB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,25,198,182,4,9,2,0,4
M,18,caucasian,High-School,50K -- 100K,West,Resort,2,2,1,FB,Yes,No,No Deposit,Direct,No,Check-Out,No,0,208,39,2,9,2,0,5
F,19,caucasian,Mid-School,>100K,West,City Hotel,4,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,189,197,2,9,2,0,5
M,42,caucasian,Mid-School,<25K,East,City Hotel,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,148,127,4,9,2,0,4
M,44,caucasian,College,25K --50K,South,City Hotel,2,1,0,FB,No,No,No Deposit,Online,No,Check-Out,No,0,210,95,2,9,2,0,3
F,25,Asian American,Grad,<25K,East,City Hotel,4,1,1,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,10,231,44,2,9,2,0,6
M,39,African American,College,<25K,South,Resort,3,1,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,30,165,116,2,9,2,0,4
M,34,Latino,Mid-School,<25K,South,Airport Hotels,1,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,193,108,3,9,2,0,3
F,29,Latino,Grad,25K --50K,West,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,244,54,2,9,2,0,4
F,21,African American,Mid-School,50K -- 100K,South,City Hotel,1,1,0,FB,Yes,Yes,No Deposit,Direct,No,Check-Out,Yes,10,114,157,1,9,2,0,2
F,69,African American,Grad,>100K,South,Airport Hotels,1,1,0,FB,No,No,No Deposit,Direct,No,No-Show,No,0,181,58,1,9,2,0,2
M,47,caucasian,Grad,>100K,West,Airport Hotels,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,122,69,1,9,2,0,2
F,66,caucasian,College,>100K,South,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,113,129,1,9,2,0,3
F,20,caucasian,College,<25K,South,Airport Hotels,2,2,2,BB,No,No,No Deposit,Online,No,Canceled,Yes,10,101,6,1,9,2,0,6
M,30,Asian American,Grad,25K --50K,South,City Hotel,4,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,30,166,45,1,9,2,0,6
M,55,Latino,Grad,25K --50K,West,Resort,3,3,1,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,30,224,5,1,9,2,0,7
F,37,Asian American,Mid-School,<25K,West,Resort,2,2,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,245,59,1,9,2,0,4
F,50,caucasian,Mid-School,<25K,North,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,40,101,129,2,9,2,0,4
M,50,Asian American,College,50K -- 100K,West,City Hotel,3,2,0,FB,No,No,Refundable,Agent,No,Canceled,Yes,20,161,20,1,9,2,0,5
M,67,caucasian,College,<25K,East,Resort,5,1,1,FB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,103,170,4,9,2,0,7
M,31,Latino,High-School,25K --50K,South,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,110,71,2,9,2,0,3
F,28,Latino,Grad,25K --50K,West,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,242,135,1,9,2,0,4
M,46,Asian American,High-School,50K -- 100K,West,City Hotel,2,3,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,190,63,1,9,2,0,5
M,31,caucasian,High-School,<25K,South,City Hotel,1,1,0,FB,Yes,No,No Deposit,Online,No,Canceled,Yes,20,195,196,3,9,2,0,2
M,22,Asian American,Mid-School,25K --50K,South,Airport Hotels,3,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,237,35,4,9,2,0,5
F,41,Asian American,High-School,50K -- 100K,East,Airport Hotels,1,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,102,99,1,9,2,0,3
M,62,Asian American,Mid-School,<25K,West,Resort,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,235,74,1,9,2,0,3
F,36,Asian American,College,50K -- 100K,West,Resort,1,1,2,HB,No,No,No Deposit,Agent,Yes,Canceled,Yes,10,100,52,2,9,2,0,4
M,41,African American,College,25K --50K,East,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,195,61,3,9,5,1,4
F,61,Asian American,Mid-School,50K -- 100K,North,City Hotel,5,3,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,221,172,3,9,2,0,8
F,28,Latino,College,50K -- 100K,North,City Hotel,4,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,220,66,1,9,3,0,5
F,38,Asian American,Grad,50K -- 100K,East,City Hotel,2,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,142,128,2,9,3,0,3
